,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,cast,keywords,director
4002,0,"['Action', 'Comedy', 'Crime']",,11078,tt0271668,en,National Security,Two mismatched security guards are thrown together to bust a smuggling operation.,6.409297,2003-01-17,50097949.0,88.0,Released,They only look like cops.,National Security,False,5.5,244.0,"['Martin Lawrence', 'Steve Zahn', 'Colm Feore']","['security camera', 'safety', 'patrol']",Dennis Dugan
4003,17700000,"['Mystery', 'Adventure', 'Comedy']",,10956,tt0245686,en,Joe Dirt,"Joe Dirt is a janitor with a mullet hairdo, acid-washed jeans and a dream to find the parents that he lost at the Grand Canyon when he was a belligerent, trailer park-raised eight-year-old. Now, blasting Van Halen in his jacked-up economy car, the irrepressibly optimistic Joe hits the road alone in search of his folks.",10.442468,2001-04-10,30987695.0,91.0,Released,He Came. He Cleaned. He Conquered.,Joe Dirt,False,5.5,247.0,"['David Spade', 'Brittany Daniel', 'Dennis Miller']","['parent child relationship', 'loss of parents', 'looking for  birth parents']",Dennie Gordon
4004,35000000,"['Drama', 'Fantasy', 'Horror']",,11979,tt0238546,en,Queen of the Damned,"Lestat de Lioncourt is awakened from his slumber. Bored with his existence he has now become this generations new Rock God. While in the course of time, another has arisen, Akasha, the Queen of the Vampires and the Dammed. He want's immortal fame, his fellow vampires want him eternally dead for his betrayal, and the Queen want's him for her King. Who will be the first to reach him? Who shall win?",8.436243,2002-02-10,45479110.0,101.0,Released,This time there are no interviews.,Queen of the Damned,False,5.5,247.0,"['Stuart Townsend', 'Aaliyah', 'Marguerite Moreau']","['queen', 'rock star', 'secret society']",Michael Rymer
4005,21000000,['Comedy'],,34803,tt1321509,en,Death at a Funeral,"Aaron's father's funeral is today at the family home, and everything goes wrong: the funeral home delivers the wrong body, his cousin accidentally drugs her fiancé, and Aaron's successful younger brother, Ryan, flies in from New York, broke but arrogant. To top it all off, a mysterious stranger wants a word with Aaron.",10.863441,2010-04-15,49050886.0,92.0,Released,This is one sad family.,Death at a Funeral,False,5.5,248.0,"['Zoe Saldana', 'James Marsden', 'Martin Lawrence']","['remake', 'family relationships']",Neil LaBute
4006,8000000,"['Horror', 'Thriller']",,10160,tt0097981,en,A Nightmare on Elm Street 5: The Dream Child,"Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son?",7.534739,1989-08-11,22168359.0,89.0,Released,"Now Freddy’s a daddy, he’s killing for two.",A Nightmare on Elm Street 5: The Dream Child,False,5.5,251.0,"['Robert Englund', 'Lisa Wilcox', 'Erika Anderson']","['nun', 'baby', 'monster']",Stephen Hopkins
4007,27000000,"['Horror', 'Comedy', 'Action']",,9825,tt0139414,en,Lake Placid,"When a man is eaten alive by an unknown creature, the local Game Warden teams up with a paleontologist from New York to find the beast. Add to the mix an eccentric philanthropist with a penchant for ""Crocs"", and here we go! This quiet, remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people!",13.787108,1999-07-15,56870414.0,82.0,Released,You'll never know what bit you.,Lake Placid,False,5.5,251.0,"['Bill Pullman', 'Bridget Fonda', 'Oliver Platt']","['diving', 'sheriff', 'lake']",Steve Miner
4008,27000000,"['Comedy', 'Family', 'Drama']",,9745,tt0141109,en,Jack Frost,"A father, who can't keep his promises, dies in a car accident. One year later, he returns as a snowman, who has the final chance to put things right with his son before he is gone forever.",7.372419,1998-12-10,0.0,101.0,Released,Jack Frost is getting a second chance to be the world's coolest dad... if he doesn't melt first.,Jack Frost,False,5.5,254.0,"['Michael Keaton', 'Kelly Preston', 'Mark Addy']","['holiday', 'loss of lover', 'christmas party']",Troy Miller
4009,60000000,['Comedy'],,8849,tt0375173,en,Alfie,"In Manhattan, the British limousine driver Alfie is surrounded by beautiful women, having one night stands with all of them and without any sort of commitment. His best friends are his colleague Marlon and his girl-friend Lonette. Alfie has a brief affair with Lonette, and the consequences of his act forces Alfie to reflect over his lifestyle.",10.411608,2004-10-22,13395939.0,103.0,Released,Meet a man who never met a woman he didn't love.,Alfie,False,5.5,255.0,"['Jude Law', 'Marisa Tomei', 'Omar Epps']","['new york', 'cheating', 'flirt']",Charles Shyer
4010,0,"['Comedy', 'Crime']",,12118,tt0091777,en,Police Academy 3: Back in Training,"When police funding is cut, the Governor announces he must close one of the academies. To make it fair, the two police academies must compete against each other to stay in operation. Mauser persuades two officers in Lassard's academy to better his odds, but things don't quite turn out as expected...",7.10005,1986-03-20,43579163.0,83.0,Released,Run for cover!,Police Academy 3: Back in Training,False,5.5,259.0,"['Steve Guttenberg', 'Bubba Smith', 'David Graf']","['competition', 'governor']",Jerry Paris
4011,0,"['Comedy', 'Romance']",,11467,tt0265029,en,America's Sweethearts,"In the midst of a nasty public breakup of married movie stars, a studio publicist scrambles to put a cap on the escalating situation as the couple's latest film has found it's only print kidnapped by the director.",6.468538,2001-07-17,0.0,102.0,Released,Hollywood's hottest couple just split up. It'll take more than special effects to reunite them.,America's Sweethearts,False,5.5,260.0,"['Julia Roberts', 'Billy Crystal', 'Catherine Zeta-Jones']","['film business', 'film producer', 'wife husband relationship']",Joe Roth
4012,75000000,"['Drama', 'Science Fiction', 'Thriller']",,2900,tt0138304,en,The Astronaut's Wife,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",14.705865,1999-08-26,19598588.0,109.0,Released,How well do you know the one you love?,The Astronaut's Wife,False,5.5,263.0,"['Johnny Depp', 'Charlize Theron', 'Joe Morton']","['wife husband relationship', 'space travel', 'space']",Rand Ravich
4013,0,['Thriller'],,192149,tt1976000,en,The Two Faces of January,"A thriller centered on a con artist, his wife, and a stranger who try to flee a foreign country after one of them is caught up in the murder of a private detective.",10.652311,2014-05-16,4507463.0,96.0,Released,A Mysterious Past. An Unspeakable Secret.,The Two Faces of January,False,5.5,265.0,"['Viggo Mortensen', 'Kirsten Dunst', 'Oscar Isaac']","['sailboat', 'hotel', 'american']",Hossein Amini
4014,5000000,"['Family', 'Animation', 'Romance']",http://movies.disney.com/cinderella-2-dreams-come-true,14128,tt0291082,en,Cinderella II: Dreams Come True,"As a newly crowned princess, Cinderella quickly learns that life at the Palace - and her royal responsibilities - are more challenging than she had imagined. In three heartwarming tales, Cinderella calls on her animal friends and her Fairy Godmother to help as she brings her own grace and charm to her regal role and discovers that being true to yourself is the best way to make your dreams come true.",8.002712,2002-02-23,0.0,74.0,Released,,Cinderella II: Dreams Come True,False,5.5,265.0,"['Jennifer Hale', 'Rob Paulsen', 'Corey Burton']","['cinderella', 'magic', 'fairy']",John Kafka
4015,0,"['Comedy', 'Drama', 'Science Fiction']",,9296,tt0258153,en,S1m0ne,"The career of a disillusioned producer, who is desperate for a hit, is endangered when his star walks off the film set. Forced to think fast, the producer decides to digitally create an actress ""Simone"" to sub for the star — the first totally believable synthetic actress.",5.759483,2002-08-23,19576023.0,117.0,Released,A star is... created.,S1m0ne,False,5.5,266.0,"['Al Pacino', 'Rachel Roberts', 'Catherine Keener']","['film director', 'virtual reality', 'computer simulation']",Andrew Niccol
4016,13000000,"['Thriller', 'Horror', 'Action']",,11187,tt0103956,en,Child's Play 3,"It's been eight years since the events in the second film, we now see that Andy is a teenager who has been enrolled in a military school. Play Pals Toy Company decides to re-release its Good Guys line, feeling that after all this time, the bad publicity has died down. As they re-used old materials, the spirit of Charles Lee Ray once again comes to life.",24.515462,1991-08-30,20560255.0,90.0,Released,Chucky has a new playmate.,Child's Play 3,False,5.5,274.0,"['Justin Whalin', 'Perrey Reeves', 'Jeremy Sylvers']","['recruit', 'puppet', 'killer doll']",Jack Bender
4017,4000000,"['Horror', 'Thriller']",,13186,tt0804555,en,Wrong Turn 2: Dead End,Retired military commander Colonel Dale Murphy hosts the simulated post-apocalyptic reality show where participants are challenged to survive a remote West Virginia wasteland. But the show turns into a nightmarish showdown when each realizes they are being hunted by an inbred family of cannibals determined to make them all dinner!,16.34615,2007-08-25,0.0,96.0,Released,Evil Awaits.,Wrong Turn 2: Dead End,False,5.5,275.0,"['Erica Leerhsen', 'Henry Rollins', 'Texas Battle']","['west virginia', 'woods', 'reality show']",Joe Lynch
4018,0,"['Drama', 'Thriller']",,269795,tt1131724,en,2:22,"A man's life is derailed when an ominous pattern of events repeats itself in exactly the same manner every day, ending at precisely 2:22 p.m.",37.484577,2017-06-29,422.0,99.0,Released,,2:22,False,5.5,277.0,"['Michiel Huisman', 'Teresa Palmer', 'Sam Reid']",[],Paul Currie
4019,35000000,"['Family', 'Comedy']",,12139,tt0106701,en,Dennis the Menace,Mr. Wilson's ever-present annoyance comes in the form of one mischievous kid named Dennis. But he'll need Dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named Switchblade Sam comes to town.,10.378902,1993-06-23,117270765.0,94.0,Released,He's armed... He's adorable... And he's out of school for the entire summer.,Dennis the Menace,False,5.5,280.0,"['Walter Matthau', 'Mason Gamble', 'Joan Plowright']",['babysitter'],Nick Castle
4020,0,"['Thriller', 'Romance', 'Drama']",https://www.netflix.com/title/80155477,412105,tt5539054,en,You Get Me,"After arguing with his girlfriend, Ali, Tyler lands in the arms of sexy new girl, Holly. The next morning, he finds that not only does Ali agree to take him back, but Holly is a new student at their school and is dead set on her new man.",12.910289,2017-06-19,0.0,89.0,Released,Some mistakes won't let go.,You Get Me,False,5.5,280.0,"['Bella Thorne', 'Halston Sage', 'Taylor John Smith']",[],Brent Bonacorso
4021,40000000,"['Comedy', 'Thriller', 'Crime']",,2122,tt0327247,en,The Whole Ten Yards,"Jimmy 'The Tulip' Tudeski now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife, Jill, a purported assassin who has yet to pull off a clean hit. Suddenly, an uninvited and unwelcome connection to their past unexpectedly shows up on Jimmy and Jill's doorstep; it's Oz, and he's begging them to help him rescue his wife, Cynthia.",7.15606,2004-04-07,26155781.0,98.0,Released,"They missed each other. This time, their aim is better.",The Whole Ten Yards,False,5.5,282.0,"['Bruce Willis', 'Matthew Perry', 'Amanda Peet']",['hitman'],Howard Deutch
4022,0,"['Fantasy', 'Drama', 'Family']",,40205,tt1646876,en,16 Wishes,"The story about Abby Jensen, a girl who's been eager to reach her 16th birthday and has kept a secret wish list since she was a little girl. When the Big Day actually arrives, utter disaster strikes, leaving Abby to think her birthday is ruined. But when a mysterious box of magical birthday candles arrives to turn things around, Abby's 16 Wishes start to come true. Her day gets better and better...until she makes one wish that threatens to change everything.",4.869925,2010-06-25,0.0,90.0,Released,"Everyone's sweet 16 is special, Abby's is magical.",16 Wishes,False,5.5,283.0,"['Debby Ryan', 'Jean-Luc Bilodeau', 'Keenan Tracey']","['magic', 'fairy', 'birthday party']",Peter DeLuise
